id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03109002480,109/03/30,臺北市政府體育局,109年大同區桌委會主委盃桌球錦標賽,109/03/25,公職人員之關係人,"34,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109002490,109/03/30,臺北市政府體育局,109年臺北市江山圍棋推廣交流賽,109/03/25,公職人員之關係人,"5,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109002501,109/03/30,臺北市政府體育局,109年臺北市大同區區長盃槌球錦標賽,109/03/25,公職人員之關係人,"34,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109002511,109/03/30,臺北市政府體育局,109年臺北市下學期校園圍棋推廣交流賽,109/03/25,公職人員之關係人,"13,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109004460,109/07/08,臺北市政府體育局,109年台北市太子盃籃球聯賽(上半季),109/06/22,公職人員之關係人,"28,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,「臺北市補助民間體育團體辦理體育活動辦法」第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109004470,109/07/08,臺北市政府體育局,109年大同區桌委會理事長盃桌球錦標賽,109/06/22,公職人員之關係人,"31,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,「臺北市補助民間體育團體辦理體育活動辦法」第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109004480,109/07/08,臺北市政府體育局,109年第九屆「臺北市原住民族盃」慢速壘球錦標賽,109/06/22,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,「臺北市補助民間體育團體辦理體育活動辦法」第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109004890,109/07/23,臺北市政府體育局,109年臺北市學生棒球聯賽規劃與執行勞務採購案,109/06/30,公職人員之關係人,"1,390,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法第22條第1項第9款,陳炳甫,臺北市議會,議員,臺北市體育總會棒球協會,25675425,陳炳甫,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109006540,109/10/08,臺北市政府體育局,109年臺北市大同區第一次理事長盃慢速壘球錦標賽,109/09/22,公職人員之關係人,"31,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,「臺北市補助民間體育團體辦理體育活動辦法」第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109006550,109/10/08,臺北市政府體育局,109年臺北市大同區第一次「慢速壘球裁判研習營」,109/09/22,公職人員之關係人,"18,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,「臺北市補助民間體育團體辦理體育活動辦法」第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109006560,109/10/08,臺北市政府體育局,109年台北市大同區理事長盃槌球錦標賽,109/09/22,公職人員之關係人,"28,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,「臺北市補助民間體育團體辦理體育活動辦法」第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109006570,109/10/08,臺北市政府體育局,109年台北市太子盃籃球聯賽(下半季),109/09/22,公職人員之關係人,"28,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,「臺北市補助民間體育團體辦理體育活動辦法」第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109006580,109/10/08,臺北市政府體育局,109年臺北市大同區體育會第一屆大稻埕壘球委員會主委盃快速壘球邀請賽,109/09/22,公職人員之關係人,"22,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,「臺北市補助民間體育團體辦理體育活動辦法」第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109006590,109/10/08,臺北市政府體育局,"2020 Taipei Morning running 健康快樂行",109/09/22,公職人員之關係人,"22,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,「臺北市補助民間體育團體辦理體育活動辦法」第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109006670,109/10/08,臺北市政府體育局,"2020第 12 屆重光盃全國少年棒球錦標賽",109/09/22,公職人員之關係人,"305,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,「臺北市補助民間體育團體辦理體育活動辦法」第6條,陳炳甫,臺北市議會,議員,臺北市體育總會棒球協會,25675425,陳炳甫,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110000251,110/01/11,臺北市政府體育局,110年臺北市青年盃成棒乙組軟式棒球錦標賽,109/12/28,公職人員之關係人,"127,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,「臺北市補助民間體育團體辦理體育活動辦法」第6條,陳炳甫,臺北市議會,議員,臺北市體育總會棒球協會,25675425,陳炳甫,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110000421,110/01/13,臺北市政府體育局,110年臺北市上學期校園圍棋推廣交流賽,109/12/28,公職人員之關係人,"13,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,「臺北市補助民間體育團體辦理體育活動辦法」第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110000431,110/01/13,臺北市政府體育局,星光青少年運動舞蹈推廣活動,109/12/28,公職人員之關係人,"27,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,「臺北市補助民間體育團體辦理體育活動辦法」第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110000441,110/01/13,臺北市政府體育局,110臺北市大同長青盃槌球錦標賽,109/12/28,公職人員之關係人,"28,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,「臺北市補助民間體育團體辦理體育活動辦法」第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110000451,110/01/13,臺北市政府體育局,110年大同區桌委會主委盃桌球錦標賽,109/12/28,公職人員之關係人,"34,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,「臺北市補助民間體育團體辦理體育活動辦法」第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110003190,110/04/26,臺北市政府體育局,110年臺北市大同區第二屆理事長盃慢速壘球錦標賽,110/03/25,公職人員之關係人,"31,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110003203,110/04/26,臺北市政府體育局,110年臺北市大同區第一次慢速壘球裁判研習營,110/03/25,公職人員之關係人,"18,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110003241,110/04/26,臺北市政府體育局,"2021 Taipei Morning Summer 半程馬拉松",110/03/25,公職人員之關係人,"25,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110003251,110/04/26,臺北市政府體育局,110年臺北市下學期校園圍棋推廣交流賽,110/03/25,公職人員之關係人,"13,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110005181,110/08/24,臺北市政府體育局,2021臺北市國民中小學棒球夏令營,110/08/16,公職人員之關係人,"26,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,陳炳甫,臺北市議會,議員,臺北市體育總會棒球協會,25675425,陳炳甫,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110005271,110/08/24,臺北市政府體育局,110年臺北市「中高齡者運動」第一次慢速壘球錦標賽,110/08/16,公職人員之關係人,"37,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,"臺北市補助民間體育團體辦理體育活動辦法第6條及臺北市政府體育局110、111 年推廣中高齡者運動試辦計畫",葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110005280,110/08/24,臺北市政府體育局,2021臺北壯年田徑公開賽,110/08/16,公職人員之關係人,"91,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,"臺北市補助民間體育團體辦理體育活動辦法第6條及臺北市政府體育局110、111 年推廣中高齡者運動試辦計畫",葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110005302,110/08/24,臺北市政府體育局,110年臺北市太子盃籃球聯賽(上半季),110/08/16,公職人員之關係人,"28,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110005312,110/08/24,臺北市政府體育局,110年臺北市大同區第一屆主委盃慢速壘球錦標賽,110/08/16,公職人員之關係人,"31,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110005321,110/08/24,臺北市政府體育局,2021臺北青少年運動舞蹈夏令營,110/08/16,公職人員之關係人,"27,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110005331,110/08/24,臺北市政府體育局,110年臺北市大同區第二次「慢速壘球裁判研習營」,110/08/16,公職人員之關係人,"18,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,副議長,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110005730,110/09/27,臺北市政府體育局,110年臺北市學生棒球秋季聯賽規劃與執行勞務採購案,110/09/16,公職人員之關係人,"990,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法第49條,陳炳甫,臺北市議會,議員,臺北市體育總會棒球協會,25675425,陳炳甫,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110005950,110/10/08,臺北市政府體育局,2021第13屆重光盃全國少年棒球錦標賽,110/10/08,公職人員之關係人,"335,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,陳炳甫,臺北市議會,議員,臺北市體育總會棒球協會,25675425,陳炳甫,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110006000,110/10/08,臺北市政府體育局,110年臺北市大同區第一次「樂樂棒球裁判教練研習營」,110/10/08,公職人員之關係人,"17,050",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110006015,110/10/08,臺北市政府體育局,110年台北市大同區理事長盃槌球錦標賽,110/10/08,公職人員之關係人,"30,800",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110006023,110/10/08,臺北市政府體育局,110年臺北市江山圍棋研習班,110/10/08,公職人員之關係人,"5,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110006032,110/10/08,臺北市政府體育局,110年臺北市大同區理事長盃U10軟式棒球錦標賽,110/10/08,公職人員之關係人,"27,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110006042,110/10/08,臺北市政府體育局,110年大同區桌委會理事長盃桌球錦標賽,110/10/08,公職人員之關係人,"34,100",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110006051,110/10/08,臺北市政府體育局,"2021理事長盃明日之星舞蹈大賽暨 2021台灣之星國標舞年度排名賽",110/10/08,公職人員之關係人,"44,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03110006061,110/10/08,臺北市政府體育局,大同110星光聯歡表演舞會,110/10/08,公職人員之關係人,"28,600",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111000680,111/01/12,臺北市政府體育局,111年臺北市青年盃軟式棒球錦標賽,110/12/29,公職人員之關係人,"127,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,陳炳甫,臺北市議會,議員,臺北市體育總會棒球協會,25675425,陳炳甫,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111000701,111/01/12,臺北市政府體育局,111年臺北市青年盃足球錦標賽,110/12/29,公職人員之關係人,"127,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,林亮君,臺北市議會,議員,臺北市體育總會足球協會,25682426,林亮君,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111000711,111/01/12,臺北市政府體育局,111年臺北市大同區第三屆主委盃慢速壘球錦標賽,110/12/29,公職人員之關係人,"31,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111000721,111/01/12,臺北市政府體育局,111年臺北市上學期校園圍棋推廣交流賽,110/12/29,公職人員之關係人,"13,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111003880,111/04/28,臺北市政府體育局,星光青少年運動舞蹈推廣活動,111/03/29,公職人員之關係人,"27,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市政府體育局,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111003890,111/04/28,臺北市政府體育局,111年臺北市大同區第一次「慢速壘球裁判、教練研習營」,111/03/29,公職人員之關係人,"14,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市政府體育局,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111003901,111/04/28,臺北市政府體育局,111年大同區桌委會主委盃桌球錦標賽,111/03/29,公職人員之關係人,"37,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市政府體育局,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111003911,111/04/28,臺北市政府體育局,"111 臺北市大同長青盃槌球錦標賽",111/03/29,公職人員之關係人,"31,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市政府體育局,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111003920,111/04/28,臺北市政府體育局,111年臺北市大同區第一次「樂樂棒球裁判、教練研習營」,111/03/29,公職人員之關係人,"14,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市政府體育局,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111003930,111/04/28,臺北市政府體育局,2022大同盃足球錦標賽,111/03/29,公職人員之關係人,"46,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市政府體育局,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111003940,111/04/28,臺北市政府體育局,111年臺北市大同區第三屆理事長盃慢速壘球錦標賽,111/03/29,公職人員之關係人,"31,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市政府體育局,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111003950,111/04/28,臺北市政府體育局,111年臺北市大同區第二次「慢速壘球裁判、教練研習營」,111/03/29,公職人員之關係人,"14,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市政府體育局,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111003960,111/04/28,臺北市政府體育局,2022臺北市大同區少棒夏令營,111/03/29,公職人員之關係人,"12,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市政府體育局,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111003970,111/04/28,臺北市政府體育局,111年臺北市下學期校園圍棋推廣交流賽,111/03/29,公職人員之關係人,"13,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市政府體育局,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111003980,111/04/28,臺北市政府體育局,111年育才暑期圍棋研習班,111/03/29,公職人員之關係人,"9,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市政府體育局,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111004970,111/07/05,臺北市政府體育局,"2022Taipei Morning Summer半程馬拉松",111/06/27,公職人員之關係人,"25,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111004980,111/07/05,臺北市政府體育局,2022大同星光運動舞蹈夏令營,111/06/27,公職人員之關係人,"15,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111004990,111/07/05,臺北市政府體育局,111年臺北市暑期圍棋研習,111/06/27,公職人員之關係人,"9,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111005001,111/07/05,臺北市政府體育局,"2022 藝之獨秀 臺北舞蹈藝術表演活動",111/06/27,公職人員之關係人,"22,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111005015,111/07/05,臺北市政府體育局,"111年臺北市大同區中正盃U10 軟式棒球錦標賽",111/06/27,公職人員之關係人,"43,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111005023,111/07/05,臺北市政府體育局,"111年臺北市太子盃籃球聯賽 (下半季)",111/06/27,公職人員之關係人,"34,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111005032,111/07/05,臺北市政府體育局,111年大同區桌委會理事長盃桌球錦標賽,111/06/27,公職人員之關係人,"31,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111005051,111/07/05,臺北市政府體育局,"2022 臺北壯年田徑公開賽",111/06/27,公職人員之關係人,"91,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺北市補助民間體育團體辦理體育活動辦法第6條,葉林傳,臺北市議會,議員,臺北市大同區體育會,15744818,葉林傳,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03111005341,111/07/20,臺北市政府體育局,111年臺北市學生棒球秋季聯賽規劃與執行勞務採購案,111/08/03,公職人員之關係人,"996,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法第49條,陳炳甫,臺北市議會,議員,臺北市體育總會棒球協會,25675425,陳炳甫,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
